LOINC #,Short Name,Long Common Name,CLASS,Rank
34519-9,HFE gene Mut Anal Bld/T,HFE gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,MOLPATH.MUT,1375
28545-2,Mucous Threads #/area UrnS LPF,Mucus [#/area] in Urine sediment by Microscopy low power field,UA,1376
6113-5,Gum-Tree IgE Qn,Gum-Tree IgE Ab [Units/volume] in Serum,Allergy,1377
27118-9,S pneum Da 6B IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum,MICRO,1378
40905-2,S pneum Da 6B IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1379
12856-1,HIV1 p65 Ab Ser Ql IB,HIV 1 p65 Ab [Presence] in Serum by Immunoblot (IB),MICRO,1380
19077-7,Cells Fld,Cells identified in Body fluid,HEM/BC,1381
86080-9,S pneum Da 3 IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 3 IgG Ab [Mass/volume] in Serum,MICRO,1382
86081-7,S pneum Da 3 IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 3 IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1383
25296-5,S pneum Da 7F IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,MICRO,1384
40911-0,S pneum Da 7F IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1385
86147-6,S pneum Da 8 IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum,MICRO,1386
86148-4,S pneum Da 8 IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1387
86169-0,S pneum Da 9N IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum,MICRO,1388
86166-6,S pneum Da 9N IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1389
15048-2,CK BB CFr SerPl Elph,Creatine kinase.BB/Creatine kinase.total in Serum or Plasma by Electrophoresis,Chem,1390
12187-1,CK MB CFr SerPl Elph,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by Electrophoresis,Chem,1391
15049-0,CK MM CFr SerPl Elph,Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis,Chem,1392
9662-8,HIV1 gp41 Ab Ser Ql IB,HIV 1 gp41 Ab [Presence] in Serum by Immunoblot (IB),MICRO,1393
85954-6,S pneum Da 1 IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 1 IgG Ab [Mass/volume] in Serum,MICRO,1394
85955-3,S pneum Da 1 IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 1 IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1395
26019-0,CK Macro1 CFr SerPl,Creatine Kinase.macromolecular type 1/Creatine kinase.total in Serum or Plasma,Chem,1396
26020-8,CK Macro2 CFr SerPl,Creatine Kinase.macromolecular type 2/Creatine kinase.total in Serum or Plasma,Chem,1397
41763-4,RUBV IgG Titr Ser,Rubella virus IgG Ab [Titer] in Serum,MICRO,1398
42483-8,M Protein MFr Ur Elph,Protein.monoclonal/Protein.total in Urine by Electrophoresis,Chem,1399
12859-5,HIV1 p18 Ab Ser Ql IB,HIV 1 p18 Ab [Presence] in Serum by Immunoblot (IB),MICRO,1400
6050-9,Brazil Nut IgE Qn,Brazil Nut IgE Ab [Units/volume] in Serum,Allergy,1401
85977-7,S pneum Da 12F IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum,MICRO,1402
85974-4,S pneum Da 12F IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1403
21619-2,APOE gene Mut Anal Bld/T,APOE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,MOLPATH.MUT,1404
14934-4,Urate Ur-mCnc,Urate [Moles/volume] in Urine,Chem,1405
18267-5,CD16+CD56+ Cells NFr Bld,CD16+CD56+ cells/100 cells in Blood,CELLMARK,1406
48560-7,HPV Gentyp XXX PCR,Human papilloma virus genotype [Identifier] in Unspecified specimen by Probe & target amplification method,MICRO,1407
33536-4,Misc Allergen IgE RAST Ql,Miscellaneous allergen IgE Ab RAST class in Serum,Allergy,1408
14288-5,Carnitine SerPl-sCnc,Carnitine [Moles/volume] in Serum or Plasma,Chem,1409
20402-4,CD16+CD56+ Cells # Bld,CD16+CD56+ cells [#/volume] in Blood,CELLMARK,1410
2333-3,Gastrin SerPl-mCnc,Gastrin [Mass/volume] in Serum or Plasma,Chem,1411
11778-8,Delivery date Clin est,Delivery date Estimated,OB.US,1412
42810-2,Hgb Retic Qn,Hemoglobin [Entitic mass] in Reticulocytes,HEM/BC,1413
5191-2,HBV e Ag Ser EIA-aCnc,Hepatitis B virus e Ag [Units/volume] in Serum by Immunoassay,MICRO,1414
26458-0,RBC # Snv,Erythrocytes [#/volume] in Synovial fluid,HEM/BC,1415
14664-7,Color Snv,Color of Synovial fluid,SPEC,1416
8214-9,Opiates Mec Ql,Opiates [Presence] in Meconium,DRUG/TOX,1417
14286-9,Carnitine Free SerPl-sCnc,Carnitine free (C0) [Moles/volume] in Serum or Plasma,Chem,1418
27939-8,Collagen NTx Ur-sCnc,Collagen crosslinked N-telopeptide [Moles/volume] in Urine,Chem,1419
16130-7,HSV1 DNA XXX Ql PCR,Herpes simplex virus 1 DNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,1420
32766-8,T vaginalis XXX Ql Wet Prep,Trichomonas vaginalis [Presence] in Unspecified specimen by Wet preparation,MICRO,1421
17284-1,Mitochondria Ab Ser Ql IF,Mitochondria Ab [Presence] in Serum by Immunofluorescence,SERO,1422
16268-5,Ca Phos Cry Stone Ql IR,Calcium phosphate crystals [Presence] in Stone by Infrared spectroscopy,Chem,1423
7905-3,HBV surface Ag Ser Ql Nt,Hepatitis B virus surface Ag [Presence] in Serum by Neutralization test,MICRO,1424
19126-2,Bacteria Mar Aerobe Cult,Bacteria identified in Bone marrow by Aerobe culture,MICRO,1425
6158-0,Ltx IgE Qn,Latex IgE Ab [Units/volume] in Serum,Allergy,1426
3282-1,aPTT Hex PL PPP,aPTT W excess hexagonal phase phospholipid in Platelet poor plasma by Coagulation assay,COAG,1427
32031-7,PS IgA Ser IA-aCnc,Phosphatidylserine IgA Ab [Units/volume] in Serum by Immunoassay,COAG,1428
6266-1,Tomato IgE Qn,Tomato IgE Ab [Units/volume] in Serum,Allergy,1429
6009-5,Prot C Ag PPP Imm-aCnc,Protein C Ag [Units/volume] in Platelet poor plasma by Immunologic method,COAG,1430
936-5,Bld Unit Id BPU,Blood product unit [Identifier],BLDBK,1431
9820-2,C neoform Ag Titr Ser LA,Cryptococcus sp Ag [Titer] in Serum by Latex agglutination,MICRO,1432
11013-0,dsDNA Ab Titr Ser,DNA double strand Ab [Titer] in Serum,SERO,1433
31080-5,Cannabinoids Mec Ql Scn,Cannabinoids [Presence] in Meconium by Screen method,DRUG/TOX,1434
5909-7,Bld Smear Interp,Blood smear finding [Identifier] in Blood by Light microscopy,HEM/BC,1435
22296-8,EBV NA Ab Ser Ql,Epstein Barr virus nuclear Ab [Presence] in Serum,MICRO,1436
575-1,Fungus Skin Cult,Fungus identified in Skin by Culture,MICRO,1437
5820-6,WBC Casts #/area UrnS LPF,WBC casts [#/area] in Urine sediment by Microscopy low power field,UA,1438
2999-1,Vit B1 SerPl-mCnc,Thiamine [Mass/volume] in Serum or Plasma,Chem,1439
35452-2,HIV1 gp40 Ab Ser Ql IB,HIV 1 gp40 Ab [Presence] in Serum by Immunoblot (IB),MICRO,1440
20449-5,B burgdor Ab Ser Ql EIA,Borrelia burgdorferi Ab [Presence] in Serum by Immunoassay,MICRO,1441
6174-7,Milk IgE Qn,Milk IgE Ab [Units/volume] in Serum,Allergy,1442
13047-6,Plasma Cells NFr Bld,Plasma cells/100 leukocytes in Blood,HEM/BC,1443
20999-9,Cell Fract Fld-Imp,Cell Fractions/Differential [interpretation] in Body fluid,HEM/BC,1444
70206-8,Codeine Ur Cfm-mCnc,Codeine [Moles/volume] in Urine by Confirmatory method,DRUG/TOX,1445
15283-5,Silver Birch IgE Qn,Silver Birch IgE Ab [Units/volume] in Serum,Allergy,1446
14622-5,Vit C SerPl-mCnc,Ascorbate [Moles/volume] in Serum or Plasma,Chem,1447
40527-4,Cocaine Mec Ql,Cocaine [Presence] in Meconium,DRUG/TOX,1448
14573-0,5OH-indoleacetate 24H Ur-mRate,5-Hydroxyindoleacetate [Moles/time] in 24 hour Urine,Chem,1449
70208-4,Glucose pre 100 g Glc PO SerPl-mCnc,Glucose [Moles/volume] in Serum or Plasma --pre 100 g glucose PO,CHAL,1450
21525-1,Sodium 24H Ur-sCnc,Sodium [Moles/volume] in 24 hour Urine,Chem,1451
14906-2,Rh BldCo,Rh [Type] in Cord blood,BLDBK,1452
20112-9,VT setting Vent,Tidal volume setting Ventilator,PULM,1453
8144-8,Amphetamines Mec Ql,Amphetamines [Presence] in Meconium,DRUG/TOX,1454
6242-2,Sesame Seed IgE Qn,Sesame Seed IgE Ab [Units/volume] in Serum,Allergy,1455
21023-7,ANCA Ab Titr Ser,Neutrophil cytoplasmic Ab [Titer] in Serum,SERO,1456
7983-0,B19V IgG Ser-aCnc,Parvovirus B19 IgG Ab [Units/volume] in Serum,MICRO,1457
30361-0,HIV2 Ab Ser Ql EIA,HIV 2 Ab [Presence] in Serum by Immunoassay,MICRO,1458
781-5,Promyelocytes # Bld Manual,Promyelocytes [#/volume] in Blood by Manual count,HEM/BC,1459
51892-8,ABO Group BldCo,ABO group [Type] in Cord blood,BLDBK,1460
42803-7,Bacteria Islt,Bacteria identified in Isolate,MICRO,1461
25631-3,B19V IgM Titr Ser,Parvovirus B19 IgM Ab [Titer] in Serum,MICRO,1462
32787-4,p-ANCA Titr Ser,Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum,SERO,1463
19429-0,Propoxyph Ur Ql Scn,Propoxyphene [Presence] in Urine by Screen method,DRUG/TOX,1464
25415-1,Folate Bld-mCnc,Folate [Moles/volume] in Blood,Chem,1465
70210-0,Morphine Ur Cfm-mCnc,Morphine [Moles/volume] in Urine by Confirmatory method,DRUG/TOX,1466
32585-2,EBV DNA # XXX PCR,Epstein Barr virus DNA [#/volume] (viral load) in Unspecified specimen by Probe & target amplification method,MICRO,1467
15410-4,VZV IgG Ser Ql EIA,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,MICRO,1468
5357-9,ENA SM Ab Ser Ql ID,Smith extractable nuclear Ab [Presence] in Serum by Immune diffusion (ID),SERO,1469
5036-9,S pyo rRNA XXX Ql Prb,Streptococcus pyogenes rRNA [Presence] in Unspecified specimen by DNA probe,MICRO,1470
40974-8,S pneum Da 19A IgG Ser-mCnc,Streptococcus pneumoniae Danish serotype 19A IgG Ab [Mass/volume] in Serum,MICRO,1471
40915-1,S pneum Da 19A IgG Ser IA-mCnc,Streptococcus pneumoniae Danish serotype 19A IgG Ab [Mass/volume] in Serum by Immunoassay,MICRO,1472
48348-7,10OH-Carbazepine SerPl-mCnc,10-Hydroxycarbazepine [Moles/volume] in Serum or Plasma,DRUG/TOX,1473
30173-9,Cortis F Ur-mCnc,Cortisol Free [Moles/volume] in Urine,Chem,1474
9704-8,Sperm Smn,Spermatozoa [Morphology] in Semen,FERT,1475
601-5,Fungus Bld Cult,Fungus identified in Blood by Culture,MICRO,1476
19803-6,Specimen site,Specimen site,ENDO.GI,1477
14881-7,Phosphate 24H Ur-mRate,Phosphate [Moles/time] in 24 hour Urine,Chem,1478
21695-2,HFE p.G845A Bld/T Ql,HFE gene p.C282Y [Presence] in Blood or Tissue by Molecular genetics method,MOLPATH.MUT,1479
38256-4,Total Cells Counted Fld,Cells Counted Total [#] in Body fluid,HEM/BC,1480
10587-4,Sex Abstin duration Time Patient,Sexual abstinence duration,FERT,1481
41479-7,BKV DNA # SerPl PCR,BK virus DNA [#/volume] (viral load) in Serum or Plasma by Probe & target amplification method,MICRO,1482
21260-5,EBV NA Ab Titr Ser IF,Epstein Barr virus nuclear Ab [Titer] in Serum by Immunofluorescence,MICRO,1483
35270-8,Candida Ab Ser Ql ID,Candida sp Ab [Presence] in Serum by Immune diffusion (ID),MICRO,1484
14194-5,Sperm Prog NFr Smn,Spermatozoa Progressive/100 spermatozoa in Semen,FERT,1485
6190-3,Oat IgE Qn,Oat IgE Ab [Units/volume] in Serum,Allergy,1486
6222-4,Queen Palm IgE Qn,Queen Palm IgE Ab [Units/volume] in Serum,Allergy,1487
27820-0,Prot C Ag Act/Nor PPP Imm,Protein C Ag actual/normal in Platelet poor plasma by Immunologic method,COAG,1488
10579-1,WBC # Smn,Leukocytes [#/volume] in Semen,FERT,1489
30247-1,CMV DNA # SerPl PCR,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by Probe & target amplification method,MICRO,1490
30165-5,PC/Alb Amn-mRto,Phosphatidylcholine/Albumin [Mass ratio] in Amniotic fluid,Chem,1491
12782-9,Oligoclonal Bands CSF Elph-Imp,Protein fractions.oligoclonal bands [interpretation] in Cerebral spinal fluid by Electrophoresis,Chem,1492
25361-7,Caffeine SerPl-mCnc,Caffeine [Moles/volume] in Serum or Plasma,DRUG/TOX,1493
70217-5,T4 Free SerPl Dialy-mCnc,Thyroxine (T4) free [Moles/volume] in Serum or Plasma by Dialysis,Chem,1494
6151-5,Italian Cypress IgE Qn,Italian Cypress IgE Ab [Units/volume] in Serum,Allergy,1495
5946-9,aPTT imm NP PPP,aPTT.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma,COAG,1496
6230-7,Rice IgE Qn,Rice IgE Ab [Units/volume] in Serum,Allergy,1497
10525-4,Cyto XXX,Microscopic observation [Identifier] in Unspecified specimen by Cyto stain,CYTO,1498
40692-6,Specimen vol Pre Wash Smn,Volume of Semen--pre washing,FERT,1499
11884-4,GA Clin est,Gestational age Estimated,OB.US,1500
19171-8,AFP Amn-aCnc,Alpha-1-Fetoprotein [Units/volume] in Amniotic fluid,Chem,1501
7287-6,Dog Fennel IgE Qn,Dog Fennel IgE Ab [Units/volume] in Serum,Allergy,1502
44528-8,H capsul M Ab Ser Ql,Histoplasma capsulatum M Ab [Presence] in Serum,MICRO,1503
12227-5,WBC nRBC cor # Bld,Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood,HEM/BC,1504
59960-5,Propoxyph Ur-mCnc,Propoxyphene [Moles/volume] in Urine,DRUG/TOX,1505
20473-5,Polys XXX Ql Wright Stn,Polymorphonuclear cells [Presence] in Unspecified specimen by Wright stain,HEM/BC,1506
35732-7,H capsul H Ab Ser Ql ID,Histoplasma capsulatum H Ab [Presence] in Serum by Immune diffusion (ID),MICRO,1507
19261-7,Amphetamines Ur Ql Scn,Amphetamines [Presence] in Urine by Screen method,DRUG/TOX,1508
11235-9,Fentanyl Ur Ql,Fentanyl [Presence] in Urine,DRUG/TOX,1509
5221-7,HIV1 Ab Ser Ql IB,HIV 1 Ab [Presence] in Serum by Immunoblot (IB),MICRO,1510
6109-3,White Elm IgE Qn,White Elm IgE Ab [Units/volume] in Serum,Allergy,1511
10353-1,Bacteria Nose Aerobe Cult,Bacteria identified in Nose by Aerobe culture,MICRO,1512
7124-1,Bayberry Poln IgE Qn,Bayberry Pollen IgE Ab [Units/volume] in Serum,Allergy,1513
8251-1,Service Cmnt XXX-Imp,Service comment,MISC,1514
38996-5,Neutrophils Ur Ql Micro,Neutrophils [Presence] in Urine by Light microscopy,UA,1515
15197-7,Fiss Lymphs NFr Bld Manual,Lymphocytes Fissured/100 leukocytes in Blood by Manual count,HEM/BC,1516
14207-5,Strep DNAse B Titr Ser,Streptococcal DNAse B [Titer] in Serum,MICRO,1517
44547-8,HPV DNA XXX Ql bDNA,Human papilloma virus DNA [Presence] in Unspecified specimen by Probe & signal amplification method,MICRO,1518
28543-7,Basophils NFr Fld,Basophils/100 leukocytes in Body fluid,HEM/BC,1519
6012-9,vWF Ag PPP Imm-aCnc,von Willebrand factor (vWf) Ag [Units/volume] in Platelet poor plasma by Immunologic method,COAG,1520
7902-0,H pylori IgG Ser-aCnc,Helicobacter pylori IgG Ab [Units/volume] in Serum,MICRO,1521
10728-4,Trichomonas Genital Cult,Trichomonas sp identified in Genital specimen by Organism specific culture,MICRO,1522
8118-2,CD2 Cells NFr Bld,CD2 cells/100 cells in Blood,CELLMARK,1523
38496-6,Retinyl Palmitate SerPl-mCnc,Retinyl palmitate [Mass/volume] in Serum or Plasma,Chem,1524
48053-3,Turbidity Snv Ql,Turbidity [Presence] of Synovial fluid,SPEC,1525
33984-6,Fact X Act/Nor PPP Chro,Coagulation factor X activity actual/normal in Platelet poor plasma by Chromogenic method,COAG,1526
49839-4,Eosinophil UrnS Ql Wright Stn,Eosinophils [Presence] in Urine sediment by Wright stain,HEM/BC,1527
14802-3,Isopropanol SerPl-mCnc,Isopropanol [Moles/volume] in Serum or Plasma,DRUG/TOX,1528
7816-2,B dermat Ab Ser Ql,Blastomyces dermatitidis Ab [Presence] in Serum,MICRO,1529
7477-3,Mango Poln IgE Qn,Mango Pollen IgE Ab [Units/volume] in Serum,Allergy,1530
36913-2,FMR1 gene Mut Anal Bld/T,FMR1 gene mutation analysis in Blood or Tissue by Molecular genetics method Narrative,MOLPATH.MUT,1531
13943-6,Fructose Smn Ql,Fructose [Presence] in Semen,Chem,1532
34441-6,Sperm Smn Qn,Spermatozoa [Velocity] in Semen,FERT,1533
7110-0,Groundsel Tree IgE Qn,Groundsel Tree IgE Ab [Units/volume] in Serum,Allergy,1534
2464-6,IgG CSF-mCnc,IgG [Mass/volume] in Cerebral spinal fluid,Chem,1535
6195-2,Cocksfoot IgE Qn,Cocksfoot IgE Ab [Units/volume] in Serum,Allergy,1536
22752-0,Tobramycin Trough SerPl-sCnc,Tobramycin [Moles/volume] in Serum or Plasma --trough,DRUG/TOX,1537
4059-2,Tobramycin Trough SerPl-mCnc,Tobramycin [Mass/volume] in Serum or Plasma --trough,DRUG/TOX,1537
48051-7,RBC Vag Ql,Erythrocytes [Presence] in Vaginal fluid,HEM/BC,1538
19710-3,Tramadol Ur Ql Scn,Tramadol [Presence] in Urine by Screen method,DRUG/TOX,1539
22297-6,EBV NA Ab Titr Ser,Epstein Barr virus nuclear Ab [Titer] in Serum,MICRO,1540
27823-4,Prot S Ag Act/Nor PPP Imm,Protein S Ag actual/normal in Platelet poor plasma by Immunologic method,COAG,1541
560-3,Chlamydia XXX Cult,Chlamydia sp identified in Unspecified specimen by Organism specific culture,MICRO,1542
20427-1,AChR Ab Ser-sCnc,Acetylcholine receptor Ab [Moles/volume] in Serum,SERO,1543
48038-4,Path Interp Snv-Imp,Pathologist interpretation of Synovial fluid tests,PATH,1544
4551-8,Hgb A2 MFr Bld,Hemoglobin A2/Hemoglobin.total in Blood,HEM/BC,1545
47383-5,ANA Ser Ql EIA,Nuclear Ab [Presence] in Serum by Immunoassay,SERO,1546
9557-0,CD2 Cells # Bld,CD2 cells [#/volume] in Blood,CELLMARK,1547
41476-3,R rickettsi IgG Ser Ql EIA,Rickettsia rickettsii IgG Ab [Presence] in Serum by Immunoassay,MICRO,1548
9804-6,Wt Stone Qn,Weight of Stone,PATH,1549
20468-5,Vit B1 SerPl-sCnc,Thiamine [Moles/volume] in Serum or Plasma,Chem,1550
33242-9,Filament Fungi Ur Ql Comp Assist,Fungi.filamentous [Presence] in Urine by Computer assisted method,UA,1551
27821-8,Prot S Free Ag Act/Nor PPP Imm,Protein S Free Ag actual/normal in Platelet poor plasma by Immunologic method,COAG,1552
3175-7,AT III Ag PPP Imm-aCnc,Antithrombin Ag [Units/volume] in Platelet poor plasma by Immunologic method,COAG,1553
49572-1,2nd trimester 3 screen SerPl-Imp,Second trimester triple maternal screen [interpretation] in Serum or Plasma Narrative,Chem,1554
23301-5,Mycoplasma DNA XXX Ql PCR,Mycoplasma sp DNA [Presence] in Unspecified specimen by Probe & target amplification method,MICRO,1555
5256-3,M pneumo IgM Ser EIA-aCnc,Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay,MICRO,1556
21760-4,FRAXE gene CGG Rpt Bld/T Ql,FRAXE gene CGG repeats [Presence] in Blood or Tissue by Molecular genetics method,MOLPATH.TRINUC,1557
16117-4,Bab microti IgG Titr Ser,Babesia microti IgG Ab [Titer] in Serum,MICRO,1558
41475-5,R rickettsi IgM Ser Ql EIA,Rickettsia rickettsii IgM Ab [Presence] in Serum by Immunoassay,MICRO,1559
21416-3,N gonorrhoea DNA Ur Ql PCR,Neisseria gonorrhoeae DNA [Presence] in Urine by Probe & target amplification method,MICRO,1560
24119-0,CMV IgM Ser Ql EIA,Cytomegalovirus IgM Ab [Presence] in Serum by Immunoassay,MICRO,1561
21582-2,Tryptase SerPl-mCnc,Tryptase [Mass/volume] in Serum or Plasma,Chem,1562
5255-5,M pneumo IgG Ser EIA-aCnc,Mycoplasma pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay,MICRO,1563
13947-7,C immitis IgG Ser Ql EIA,Coccidioides immitis IgG Ab [Presence] in Serum by Immunoassay,MICRO,1564
14716-5,Estriol SerPl-mCnc,Estriol (E3) [Moles/volume] in Serum or Plasma,Chem,1565
24125-7,Androgen FAI SerPl-sRto,Andorgen free Index in Serum or Plasma,Chem,1566
13948-5,C immitis IgM Ser Ql EIA,Coccidioides immitis IgM Ab [Presence] in Serum by Immunoassay,MICRO,1567
25474-8,MetanephS SerPl-sCnc,Metanephrines [Moles/volume] in Serum or Plasma,Chem,1568
49580-4,HIV1+2 Ab XXX Ql Rapid,HIV 1+2 Ab [Presence] in Unspecified specimen by Rapid test,MICRO,1569
6021-0,Apple IgE Qn,Apple IgE Ab [Units/volume] in Serum,Allergy,1570
26451-5,Eosinophil NFr CSF,Eosinophils/100 leukocytes in Cerebral spinal fluid,HEM/BC,1571
5908-9,Giant Platelets Bld Ql Smear,Platelets Giant [Presence] in Blood by Light microscopy,HEM/BC,1572
16118-2,Bab microti IgM Titr Ser,Babesia microti IgM Ab [Titer] in Serum,MICRO,1573
22751-2,Tobramycin Peak SerPl-sCnc,Tobramycin [Moles/volume] in Serum or Plasma --peak,DRUG/TOX,1574
4057-6,Tobramycin Peak SerPl-mCnc,Tobramycin [Mass/volume] in Serum or Plasma --peak,DRUG/TOX,1574
30525-0,Age Time Patient,Age,MISC,1575
32546-4,G6PD RBC-cCnt,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells,Chem,1576
32164-6,Cells # Snv Manual,Cells [#/volume] in Synovial fluid by Manual count,HEM/BC,1577
9811-1,CgA SerPl-mCnc,Chromogranin A [Mass/volume] in Serum or Plasma,Chem,1578
10355-6,Wright Gie Stn Mar,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,MICRO,1579
15057-3,Androstanolone SerPl-mCnc,Androstanolone [Moles/volume] in Serum or Plasma,Chem,1580
32109-1,Phenytoin Free SerPl-mCnc,Phenytoin Free [Moles/volume] in Serum or Plasma,DRUG/TOX,1581
6270-3,Tuna IgE Qn,Tuna IgE Ab [Units/volume] in Serum,Allergy,1582
7613-3,Pistachio IgE Qn,Pistachio IgE Ab [Units/volume] in Serum,Allergy,1583
14083-0,EBV EA Ab Titr Ser IF,Epstein Barr virus early Ab [Titer] in Serum by Immunofluorescence,MICRO,1584
18182-6,Osmolality SerPl Calc,Osmolality of Serum or Plasma by calculation,Chem,1585
41279-1,B burgdor IgG/IgM Ser-Rto,Borrelia burgdorferi IgG Ab/IgM Ab [Ratio] in Serum,MICRO,1586
7883-2,EBV NA IgG Ser Ql,Epstein Barr virus nuclear IgG Ab [Presence] in Serum,MICRO,1587
20425-5,Cardiolipin IgM Ser-Imp,Cardiolipin IgM Ab [interpretation] in Serum,COAG,1588
1746-7,Albumin CSF-mCnc,Albumin [Mass/volume] in Cerebral spinal fluid,Chem,1589
20424-8,Cardiolipin IgG Ser-Imp,Cardiolipin IgG Ab [interpretation] in Serum,COAG,1590
26479-6,Lymphocytes NFr CSF,Lymphocytes/100 leukocytes in Cerebral spinal fluid,HEM/BC,1591
70218-3,Trigl Bld-mCnc,Triglyceride [Moles/volume] in Blood,Chem,1592
609-8,Bacteria Eye Aerobe Cult,Bacteria identified in Eye by Aerobe culture,MICRO,1593
15643-0,Clam IgE RAST Ql,Clam IgE Ab RAST class in Serum,Allergy,1594
14869-2,Path Rev Bld -Imp,Pathologist review of Blood tests,BLDBK,1595
5814-9,Tri-Phos Cry UrnS Ql Micro,Triple phosphate crystals [Presence] in Urine sediment by Light microscopy,UA,1596
30193-7,Acylcarnitine/C0 SerPl-sRto,Acylcarnitine/Carnitine.free (C0) [Molar ratio] in Serum or Plasma,Chem,1597
8047-3,VZV IgG Ser-aCnc,Varicella zoster virus IgG Ab [Units/volume] in Serum,MICRO,1598
